id,movieName,castName,award,,,
416,,David Wark Griffith,Special Award,,,
417,Mr. Deeds Goes to Town,Gary Cooper,Actor,,,
418,Dodsworth,Walter Huston,Actor,,,
419,The Story of Louis Pasteur,Paul Muni,Actor,,,
420,My Man Godfrey,William Powell,Actor,,,
421,San Francisco,Spencer Tracy,Actor,,,
422,My Man Godfrey,Mischa Auer,Actor in a Supporting Role,,,
423,Come and Get It,Walter Brennan,Actor in a Supporting Role,,,
424,Pigskin Parade,Stuart Erwin,Actor in a Supporting Role,,,
425,Romeo and Juliet,Basil Rathbone,Actor in a Supporting Role,,,
426,The General Died at Dawn,Akim Tamiroff,Actor in a Supporting Role,,,
427,Theodora Goes Wild,Irene Dunne,Actress,,,
428,Valiant Is the Word for Carrie,Gladys George,Actress,,,
429,My Man Godfrey,Carole Lombard,Actress,,,
430,The Great Ziegfeld,Luise Rainer,Actress,,,
431,Romeo and Juliet,Norma Shearer,Actress,,,
432,The Gorgeous Hussy,Beulah Bondi,Actress in a Supporting Role,,,
433,My Man Godfrey,Alice Brady,Actress in a Supporting Role,,,
434,These Three,Bonita Granville,Actress in a Supporting Role,,,
435,Dodsworth,Maria Ouspenskaya,Actress in a Supporting Role,,,
436,Anthony Adverse,Gale Sondergaard,Actress in a Supporting Role,,,
437,Anton Grot,Anthony Adverse ,Art Direction,,,
438,Richard Day,Dodsworth ,Art Direction,,,
439,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld ,Art Direction,,,
440,William S. Darling,Lloyds of London ,Art Direction,,,
441,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute ,Art Direction,,,
442,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet ,Art Direction,,,
443,Perry Ferguson,Winterset ,Art Direction,,,
444,William Cannon,Anthony Adverse ,Assistant Director,,,
445,Jack Sullivan,The Charge of the Light Brigade ,Assistant Director,,,
446,Eric G. Stacey,The Garden of Allah ,Assistant Director,,,
447,Clem Beauchamp,The Last of the Mohicans ,Assistant Director,,,
448,Joseph Newman,San Francisco ,Assistant Director,,,
449,Gaetano Gaudio,Anthony Adverse ,Cinematography,,,
450,Victor Milner,The General Died at Dawn ,Cinematography,,,
451,George Folsey,The Gorgeous Hussy ,Cinematography,,,
452,Love and War number from Gold Diggers of 1937,Busby Berkeley,Dance Direction,,,
453,1000 Love Songs number from Cain and Mabel,Bobby Connolly,Dance Direction,,,
454,A Pretty Girl Is Like a Melody number from The Great Ziegfeld,Seymour Felix,Dance Direction,,,
455,Swingin' the Jinx number from Born to Dance,Dave Gould,Dance Direction,,,
456,Skating Ensemble number from One in a Million,Jack Haskell,Dance Direction,,,
457,The Finale number from Dancing Pirate,Russell Lewis,Dance Direction,,,
458,Bojangles of Harlem number from Swing Time,Hermes Pan,Dance Direction,,,
459,William Wyler,Dodsworth ,Directing,,,
460,Robert Z. Leonard,The Great Ziegfeld ,Directing,,,
461,Frank Capra,Mr. Deeds Goes to Town ,Directing,,,
462,Gregory La Cava,My Man Godfrey ,Directing,,,
463,W. S. Van Dyke,San Francisco ,Directing,,,
464,Ralph Dawson,Anthony Adverse ,Film Editing,,,
465,Edward Curtiss,Come and Get It ,Film Editing,,,
466,William S. Gray,The Great Ziegfeld ,Film Editing,,,
467,Barbara McLean,Lloyds of London ,Film Editing,,,
468,Conrad A. Nervig,A Tale of Two Cities ,Film Editing,,,
469,Otto Meyer,Theodora Goes Wild ,Film Editing,,,
470,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse ,Music (Scoring),,,
471,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade ,Music (Scoring),,,
472,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah ,Music (Scoring),,,
473,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn ,Music (Scoring),,,
474,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset ,Music (Scoring),,,
475,Music by Walter Donaldson,"""Did I Remember"" from Suzy",Music (Song),,,
476,Music and Lyrics by Cole Porter,"""I've Got You Under My Skin"" from Born to Dance",Music (Song),,,
477,Music by Louis Alter,"""A Melody From The Sky"" from Trail of the Lonesome Pine",Music (Song),,,
478,Music by Arthur Johnston,"""Pennies From Heaven"" from Pennies from Heaven",Music (Song),,,
479,Music by Jerome Kern,"""The Way You Look Tonight"" from Swing Time",Music (Song),,,
480,Music by Richard A. Whiting,"""When Did You Leave Heaven"" from Sing, Baby, Sing",Music (Song),,,
481,Warner Brothers,Anthony Adverse ,Outstanding Production,,,
482,Samuel Goldwyn Productions,Dodsworth ,Outstanding Production,,,
483,Metro-Goldwyn-Mayer,The Great Ziegfeld ,Outstanding Production,,,
484,Metro-Goldwyn-Mayer,Libeled Lady ,Outstanding Production,,,
485,Columbia,Mr. Deeds Goes to Town ,Outstanding Production,,,
486,Metro-Goldwyn-Mayer,Romeo and Juliet ,Outstanding Production,,,
487,Metro-Goldwyn-Mayer,San Francisco ,Outstanding Production,,,
488,Cosmopolitan,The Story of Louis Pasteur ,Outstanding Production,,,
489,Metro-Goldwyn-Mayer,A Tale of Two Cities ,Outstanding Production,,,
490,Universal,Three Smart Girls ,Outstanding Production,,,
491,"Walt Disney, Producer",The Country Cousin ,Short Subject (Cartoon),,,
492,Harman-Ising,Old Mill Pond ,Short Subject (Cartoon),,,
493,Paramount,Sinbad the Sailor ,Short Subject (Cartoon),,,
494,Warner Brothers,Give Me Liberty ,Short Subject (Color),,,
495,"Lewis Lewyn, Producer",La Fiesta de Santa Barbara ,Short Subject (Color),,,
496,Paramount,Popular Science J-6-2 ,Short Subject (Color),,,
497,"Hal Roach, Producer",Bored of Education ,Short Subject (One Reel),,,
498,Paramount,Moscow Moods ,Short Subject (One Reel),,,
499,"Pete Smith, Producer","Wanted, a Master ",Short Subject (One Reel),,,
500,Warner Brothers,Double or Nothing ,Short Subject (Two Reel),,,
501,RKO Radio,Dummy Ache ,Short Subject (Two Reel),,,
502,Metro-Goldwyn-Mayer,The Public Pays ,Short Subject (Two Reel),,,
503,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee ,Sound Recording,,,
504,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade ,Sound Recording,,,
505,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth ,Sound Recording,,,
506,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky ,Sound Recording,,,
507,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town ,Sound Recording,,,
508,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco ,Sound Recording,,,
509,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers ,Sound Recording,,,
510,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris ,Sound Recording,,,
511,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls ,Sound Recording,,,
512,Norman Krasna,Fury ,Writing (Original Story),,,
513,William Anthony McGuire,The Great Ziegfeld ,Writing (Original Story),,,
514,Robert Hopkins,San Francisco ,Writing (Original Story),,,
515,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur ,Writing (Original Story),,,
516,Adele Comandini,Three Smart Girls ,Writing (Original Story),,,
517,"Frances Goodrich, Albert Hackett",After the Thin Man ,Writing (Screenplay),,,
518,Sidney Howard,Dodsworth ,Writing (Screenplay),,,
519,Robert Riskin,Mr. Deeds Goes to Town ,Writing (Screenplay),,,
520,"Eric Hatch, Morris Ryskind",My Man Godfrey ,Writing (Screenplay),,,
521,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur ,Writing (Screenplay),,,
522,,The March of Time,Special Award,,,
523,The Garden of Allah,W. Howard Greene and Harold Rosson,Special Award,,,
524,Conquest,Charles Boyer,Actor,,,
525,A Star Is Born,Fredric March,Actor,,,
526,Night Must Fall,Robert Montgomery,Actor,,,
527,The Life of Emile Zola,Paul Muni,Actor,,,
528,Captains Courageous,Spencer Tracy,Actor,,,
529,The Awful Truth,Ralph Bellamy,Actor in a Supporting Role,,,
530,The Hurricane,Thomas Mitchell,Actor in a Supporting Role,,,
531,The Life of Emile Zola,Joseph Schildkraut,Actor in a Supporting Role,,,
532,Lost Horizon,H. B. Warner,Actor in a Supporting Role,,,
533,Topper,Roland Young,Actor in a Supporting Role,,,
534,The Awful Truth,Irene Dunne,Actress,,,
535,Camille,Greta Garbo,Actress,,,
536,A Star Is Born,Janet Gaynor,Actress,,,
537,The Good Earth,Luise Rainer,Actress,,,
538,Stella Dallas,Barbara Stanwyck,Actress,,,
539,In Old Chicago,Alice Brady,Actress in a Supporting Role,,,
540,Stage Door,Andrea Leeds,Actress in a Supporting Role,,,
541,Stella Dallas,Anne Shirley,Actress in a Supporting Role,,,
542,Dead End,Claire Trevor,Actress in a Supporting Role,,,
543,Night Must Fall,Dame May Whitty,Actress in a Supporting Role,,,
544,"Cedric Gibbons, William Horning",Conquest ,Art Direction,,,
545,Carroll Clark,A Damsel in Distress ,Art Direction,,,
546,Richard Day,Dead End ,Art Direction,,,
547,Wiard Ihnen,Every Day's a Holiday ,Art Direction,,,
548,Anton Grot,The Life of Emile Zola ,Art Direction,,,
549,Stephen Goosson,Lost Horizon ,Art Direction,,,
550,John Victor Mackay,Manhattan Merry-Go-Round ,Art Direction,,,
551,Lyle Wheeler,The Prisoner of Zenda ,Art Direction,,,
552,"Hans Dreier, Roland Anderson",Souls at Sea ,Art Direction,,,
553,Alexander Toluboff,Walter Wanger's Vogues of 1938 ,Art Direction,,,
554,"William S. Darling, David Hall",Wee Willie Winkie ,Art Direction,,,
555,Jack Otterson,You're a Sweetheart ,Art Direction,,,
556,Robert Webb,In Old Chicago ,Assistant Director,,,
557,Russ Saunders,The Life of Emile Zola ,Assistant Director,,,
558,"C. C. Coleman, Jr.",Lost Horizon ,Assistant Director,,,
559,Hal Walker,Souls at Sea ,Assistant Director,,,
560,Eric Stacey,A Star Is Born ,Assistant Director,,,
561,Gregg Toland,Dead End ,Cinematography,,,
562,Karl Freund,The Good Earth ,Cinematography,,,
563,Joseph Valentine,Wings over Honolulu ,Cinematography,,,
564,The Finale number from Varsity Show,Busby Berkeley,Dance Direction,,,
565,"Too Marvelous for Words number from Ready, Willing and Able",Bobby Connolly,Dance Direction,,,
566,All God's Children Got Rhythm number from A Day at the Races,Dave Gould,Dance Direction,,,
567,Swing Is Here to Stay number from Ali Baba Goes to Town,Sammy Lee,Dance Direction,,,
568,Prince Igor Suite number from Thin Ice,Harry Losee,Dance Direction,,,
569,Fun House number from A Damsel in Distress,Hermes Pan,Dance Direction,,,
570,Luau number from Waikiki Wedding,LeRoy Prinz,Dance Direction,,,
571,Leo McCarey,The Awful Truth ,Directing,,,
572,Sidney Franklin,The Good Earth ,Directing,,,
573,William Dieterle,The Life of Emile Zola ,Directing,,,
574,Gregory La Cava,Stage Door ,Directing,,,
575,William Wellman,A Star Is Born ,Directing,,,
576,Al Clark,The Awful Truth ,Film Editing,,,
577,Elmo Veron,Captains Courageous ,Film Editing,,,
578,Basil Wrangell,The Good Earth ,Film Editing,,,
579,"Gene Havlick, Gene Milford",Lost Horizon ,Film Editing,,,
580,Bernard W. Burton,One Hundred Men and a Girl ,Film Editing,,,
581,"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane ,Music (Scoring),,,
582,"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago ,Music (Scoring),,,
583,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola ,Music (Scoring),,,
584,"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon ,Music (Scoring),,,
585,"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish ,Music (Scoring),,,
586,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Maytime ,Music (Scoring),,,
587,"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl ,Music (Scoring),,,
588,"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)",Portia on Trial ,Music (Scoring),,,
589,"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)",The Prisoner of Zenda ,Music (Scoring),,,
590,"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)",Quality Street ,Music (Scoring),,,
591,"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs ,Music (Scoring),,,
592,"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About ,Music (Scoring),,,
593,"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)",Souls at Sea ,Music (Scoring),,,
594,"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)",Way Out West ,Music (Scoring),,,
595,Music by Harry Warren,"""Remember Me"" from Mr. Dodd Takes the Air",Music (Song),,,
596,Music and Lyrics by Harry Owens,"""Sweet Leilani"" from Waikiki Wedding",Music (Song),,,
597,Music by Sammy Fain,"""That Old Feeling"" from Walter Wanger's Vogues of 1938",Music (Song),,,
598,Music by George Gershwin,"""They Can't Take That Away From Me"" from Shall We Dance",Music (Song),,,
599,Music by Frederick Hollander,"""Whispers In The Dark"" from Artists and Models",Music (Song),,,
600,Columbia,The Awful Truth ,Outstanding Production,,,
601,Metro-Goldwyn-Mayer,Captains Courageous ,Outstanding Production,,,
602,Samuel Goldwyn Productions,Dead End ,Outstanding Production,,,
603,Metro-Goldwyn-Mayer,The Good Earth ,Outstanding Production,,,
604,20th Century-Fox,In Old Chicago ,Outstanding Production,,,
605,Warner Brothers,The Life of Emile Zola ,Outstanding Production,,,
606,Columbia,Lost Horizon ,Outstanding Production,,,
607,Universal,One Hundred Men and a Girl ,Outstanding Production,,,
608,RKO Radio,Stage Door ,Outstanding Production,,,
609,Selznick International Pictures,A Star Is Born ,Outstanding Production,,,
610,Paramount,Educated Fish ,Short Subject (Cartoon),,,
611,"Charles Mintz, Producer",The Little Match Girl ,Short Subject (Cartoon),,,
612,"Walt Disney, Producer",The Old Mill ,Short Subject (Cartoon),,,
613,Warner Brothers,The Man without a Country ,Short Subject (Color),,,
614,"Pete Smith, Producer",Penny Wisdom ,Short Subject (Color),,,
615,Paramount,Popular Science J-7-1 ,Short Subject (Color),,,
616,Metro-Goldwyn-Mayer,A Night at the Movies ,Short Subject (One Reel),,,
617,Skibo Productions,The Private Life of the Gannets ,Short Subject (One Reel),,,
618,"Pete Smith, Producer",Romance of Radium ,Short Subject (One Reel),,,
619,RKO Radio,Deep South ,Short Subject (Two Reel),,,
620,RKO Radio,Should Wives Work? ,Short Subject (Two Reel),,,
621,Metro-Goldwyn-Mayer,Torture Money ,Short Subject (Two Reel),,,
622,"Grand National Studio Sound Department, A. E. Kaye, Sound Director",The Girl Said No ,Sound Recording,,,
623,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Hitting a New High ,Sound Recording,,,
624,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Hurricane ,Sound Recording,,,
625,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",In Old Chicago ,Sound Recording,,,
626,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director",The Life of Emile Zola ,Sound Recording,,,
627,"Columbia Studio Sound Department, John Livadary, Sound Director",Lost Horizon ,Sound Recording,,,
628,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Maytime ,Sound Recording,,,
629,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",One Hundred Men and a Girl ,Sound Recording,,,
630,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",Topper ,Sound Recording,,,
631,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Wells Fargo ,Sound Recording,,,
632,Robert Lord,Black Legion ,Writing (Original Story),,,
633,Niven Busch,In Old Chicago ,Writing (Original Story),,,
634,"Heinz Herald, Geza Herczeg",The Life of Emile Zola ,Writing (Original Story),,,
635,Hans Kraly,One Hundred Men and a Girl ,Writing (Original Story),,,
636,"William A. Wellman, Robert Carson",A Star Is Born ,Writing (Original Story),,,
637,Vina Delmar,The Awful Truth ,Writing (Screenplay),,,
638,"John Lee Mahin, Marc Connelly, Dale Van Every",Captains Courageous ,Writing (Screenplay),,,
639,"Norman Reilly Raine, Heinz Herald, Geza Herczeg",The Life of Emile Zola ,Writing (Screenplay),,,
640,"Morris Ryskind, Anthony Veiller",Stage Door ,Writing (Screenplay),,,
641,"Dorothy Parker, Alan Campbell, Robert Carson",A Star Is Born ,Writing (Screenplay),,,
642,,Mack Sennett,Special Award,,,
643,"""Charlie McCarthy""",Edgar Bergen,Special Award,,,
644,,The Museum of Modern Art Film Library,Special Award,,,
645,A Star Is Born,W. Howard Greene,Special Award,,,
646,,Darryl F. Zanuck,Irving G. Thalberg Memorial Award,,,
647,Algiers,Charles Boyer,Actor,,,
648,Angels with Dirty Faces,James Cagney,Actor,,,
649,The Citadel,Robert Donat,Actor,,,
650,Pygmalion,Leslie Howard,Actor,,,
651,Boys Town,Spencer Tracy,Actor,,,
652,Kentucky,Walter Brennan,Actor in a Supporting Role,,,
653,Four Daughters,John Garfield,Actor in a Supporting Role,,,
654,Algiers,Gene Lockhart,Actor in a Supporting Role,,,
655,Marie Antoinette,Robert Morley,Actor in a Supporting Role,,,
656,If I Were King,Basil Rathbone,Actor in a Supporting Role,,,
657,White Banners,Fay Bainter,Actress,,,
658,Jezebel,Bette Davis,Actress,,,
659,Pygmalion,Wendy Hiller,Actress,,,
660,Marie Antoinette,Norma Shearer,Actress,,,
661,Three Comrades,Margaret Sullavan,Actress,,,
662,Jezebel,Fay Bainter,Actress in a Supporting Role,,,
663,Of Human Hearts,Beulah Bondi,Actress in a Supporting Role,,,
664,Merrily We Live,Billie Burke,Actress in a Supporting Role,,,
